time,first_name,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence,is_male,in_club
167.23333333333332,Helen,0,5,1,27.0,12.71832328554809,20.51,0.0,158.0,False,True
167.18333333333334,Rowen,0,3,0,31.0,19.54,21.48,0.0,156.0,True,False
167.06666666666666,Julie,2,4,0,27.0,,21.21,0.0,160.0,False,False
166.93333333333334,Shelley,5,5,0,40.0,11.25,18.63,0.0,156.0,False,False
166.9,Katie,2,2,0,29.0,13.44,17.72,0.0,156.0,False,False
166.8,Dot,0,3,0,24.0,19.99,20.49,0.0,162.0,False,False
166.75,Hannah,1,4,0,39.0,18.73,18.26,0.0,161.0,False,False
166.71666666666667,Elaine,0,4,0,38.0,26.21,19.08,0.0,161.0,False,False
166.63333333333333,Mick,1,2,0,37.0,17.26,23.0,0.0,164.0,True,False
166.61666666666667,Paul,0,5,0,34.0,12.71832328554809,22.17,0.0,158.0,True,False
166.38333333333333,Debra,0,2,0,37.0,31.44,20.99,,,False,False
166.38333333333333,Malcolm,0,4,0,38.0,15.31,18.75,0.0,157.0,True,False
166.01666666666668,David,0,3,0,31.0,31.77,22.54,0.0,156.0,True,True
165.73333333333332,Elizabeth,0,3,0,45.0,18.08,20.99,0.0,157.0,False,True
165.43333333333334,Tracy,0,4,0,30.0,12.71832328554809,21.22,0.0,159.0,False,False
165.41666666666666,Aimee,0,2,0,35.0,21.01,18.53,0.0,164.0,False,False
165.41666666666666,Angela,1,1,0,35.0,25.16,21.23,0.0,,False,False
165.15,Gary,0,2,0,33.0,12.59,19.44,0.0,165.0,True,False
164.75,Katrina,3,4,0,31.0,20.33,21.77,0.0,163.0,False,False
164.75,Steve,0,4,0,38.0,12.71832328554809,22.08,0.0,150.0,True,False
164.7,Jo,2,7,0,32.0,18.34,17.94,0.0,158.0,True,False
164.56666666666666,Bex,3,3,0,43.0,16.0,19.86,0.0,160.0,True,False
164.53333333333333,Richard,4,4,0,29.0,13.51,21.86,0.0,,True,False
164.35,Julie,4,6,0,37.0,12.71832328554809,17.94,0.0,157.0,False,False
163.83333333333334,Sophie,0,4,0,37.0,19.04,19.71,0.0,159.0,False,False
163.75,Martyn,0,4,0,40.0,12.71832328554809,23.25,0.0,158.0,True,False
163.75,Judy,0,3,0,40.0,14.38,17.17,0.0,161.0,False,False
163.63333333333333,Thomas,3,3,0,30.0,17.2,21.22,0.0,162.0,True,False
163.63333333333333,Dave,0,4,0,34.0,22.13,21.41,0.0,165.0,True,False
163.31666666666666,Elizabeth,6,6,0,29.0,12.71832328554809,21.47,0.0,159.0,False,False
163.3,Victoria,0,2,0,37.0,20.77,20.19,0.0,172.0,False,False
163.25,Amelia,1,6,0,33.0,17.45,19.46,0.0,154.0,False,False
163.23333333333332,Claire,0,1,0,39.0,,18.36,0.0,162.0,False,False
162.9,Kelly,0,0,0,32.0,17.16,21.05,0.0,153.0,False,False
162.86666666666667,Ruth,1,1,0,30.0,12.71832328554809,19.75,0.0,157.0,False,False
162.83333333333334,Shauna,3,3,0,34.0,16.07,,0.0,158.0,False,False
162.8,Claire,0,6,0,43.0,14.04,17.92,0.0,161.0,False,False
162.53333333333333,Claire,2,5,1,26.0,,,0.0,159.0,False,True
162.5,Sara,0,2,1,30.0,32.46,18.85,0.0,157.0,False,True
162.5,Sharon,2,2,0,37.0,21.6,18.5,0.0,164.0,False,False
162.48333333333332,Tegan,0,2,0,36.0,30.34,19.91,0.0,166.0,False,False
162.35,Charlotte,0,2,0,42.0,20.37,19.99,0.0,166.0,False,False
162.33333333333334,Tonia,5,5,0,38.0,12.71832328554809,22.55,0.0,,False,False
162.21666666666667,Claire,0,2,0,32.0,12.71832328554809,20.96,0.0,160.0,False,False
162.16666666666666,Karen,0,3,0,30.0,12.71832328554809,17.89,0.0,163.0,False,True
162.1,Charlotte,0,1,0,33.0,35.43,19.63,0.0,163.0,False,False
161.33333333333334,Sophie,0,5,0,43.0,18.18,18.29,0.0,162.0,False,False
161.31666666666666,Louise,2,3,0,31.0,33.0,17.46,0.0,160.0,False,False
161.2,Emma,0,1,0,29.0,21.8,20.78,0.0,158.0,False,False
161.13333333333333,Tracey,3,5,0,33.0,14.99,21.53,0.0,157.0,False,False
161.11666666666667,Julie,0,5,0,33.0,,21.25,0.0,151.0,False,False
161.1,Steve,1,3,0,35.0,13.36,20.96,0.0,166.0,True,False
160.95,Kathy,2,3,0,29.0,18.2,20.85,0.0,,False,False
160.91666666666666,Tracy,0,1,0,41.0,20.92,20.96,0.0,155.0,False,False
160.73333333333332,Ellie,2,2,0,24.0,19.25,20.4,0.0,158.0,False,False
160.7,Ashley,0,5,0,36.0,,22.12,0.0,157.0,False,False
160.41666666666666,Gemma,1,2,0,26.0,12.71832328554809,20.66,0.0,159.0,False,False
160.35,Charlotte,0,5,0,28.0,17.32,,0.0,163.0,False,False
160.21666666666667,Molly,3,3,0,41.0,12.71832328554809,20.04,0.0,167.0,False,False
160.16666666666666,Harriet,2,4,0,44.0,17.19,23.29,0.0,164.0,False,False
160.11666666666667,Lynne,0,1,0,36.0,12.71832328554809,22.65,0.0,160.0,False,False
160.05,Russell,0,3,0,41.0,11.21,17.95,0.0,161.0,True,False
159.98333333333332,Jenni,1,1,0,34.0,12.53,19.42,0.0,,False,False
159.96666666666667,Gemma,2,4,0,41.0,18.36,16.33,0.0,160.0,False,False
159.88333333333333,Michael,4,4,0,32.0,11.72,20.06,0.0,162.0,True,True
159.85,Scott,0,4,0,32.0,12.94,19.68,0.0,156.0,True,False
159.38333333333333,John,2,3,0,42.0,14.59,20.05,0.0,155.0,True,True
159.36666666666667,Albert,0,7,1,37.0,25.39,21.04,0.0,161.0,True,True
159.36666666666667,Phil,0,0,0,42.0,15.29,21.47,,163.0,True,True
159.11666666666667,Lee,0,3,0,35.0,12.71832328554809,,0.0,147.0,True,False
159.11666666666667,Jason,0,7,0,38.0,12.71832328554809,20.44,0.0,165.0,True,False
159.06666666666666,Michelle,0,1,0,35.0,,23.34,0.0,160.0,False,False
159.05,Paul,3,3,0,34.0,12.71832328554809,21.76,0.0,156.0,True,False
159.0,Tracy,0,3,0,40.0,12.71832328554809,20.09,0.0,164.0,False,False
159.0,Melanie,2,7,0,37.0,37.57,20.37,0.0,156.0,False,False
158.65,Gemma,0,0,0,31.0,28.25,21.8,0.0,153.0,False,True
158.35,Ian,0,1,0,39.0,12.71832328554809,23.82,0.0,159.0,True,True
158.31666666666666,Lisa,0,4,0,37.0,12.71832328554809,20.4,0.0,161.0,False,True
157.98333333333332,Jagjit,0,7,0,27.0,22.16,20.35,0.0,149.0,True,False
157.93333333333334,Kirsty,0,1,0,37.0,15.18,20.42,0.0,163.0,False,False
157.9,Ross,0,3,0,34.0,16.29,21.79,0.0,165.0,True,False
157.9,Shane,2,2,0,43.0,21.63,18.05,0.0,153.0,True,False
157.8,Dave,4,4,0,40.0,36.72,18.18,0.0,163.0,True,False
157.51666666666668,Catherine,0,2,0,26.0,12.7,23.55,0.0,163.0,False,False
157.45,Jacob,0,4,0,43.0,10.23,21.18,0.0,156.0,True,False
157.45,Elaine,0,3,0,29.0,14.6,19.24,0.0,,False,False
157.1,Angie,0,6,0,43.0,22.21,20.28,0.0,160.0,False,False
157.06666666666666,Claire,0,5,0,35.0,16.78,20.88,0.0,,False,False
157.01666666666668,Jim,0,6,0,41.0,12.71832328554809,18.75,0.0,164.0,True,False
156.98333333333332,Amberley,1,1,0,33.0,,20.78,0.0,164.0,True,False
156.86666666666667,Sue,3,3,0,39.0,12.71832328554809,16.91,0.0,153.0,False,True
156.81666666666666,Julia,1,4,0,31.0,12.71832328554809,18.22,0.0,172.0,False,False
156.61666666666667,Emma,0,8,1,34.0,22.86,19.95,0.0,165.0,False,False
156.35,Holly,0,4,1,31.0,12.71832328554809,21.27,0.0,156.0,False,True
156.25,Danielle,1,2,0,33.0,18.52,21.82,0.0,164.0,False,False
156.25,Jessica,2,4,0,40.0,12.71832328554809,22.2,0.0,166.0,False,False
156.0,Zoe,5,5,0,33.0,12.71832328554809,22.15,0.0,166.0,False,False
155.95,Rachel,0,4,0,35.0,13.09,19.72,0.0,155.0,False,False
155.88333333333333,Stephanie,0,3,0,33.0,18.62,20.35,0.0,167.0,False,False
155.88333333333333,Katie,0,3,0,41.0,14.81,19.51,0.0,162.0,False,False
155.85,Ahnaf,0,4,0,29.0,17.39,19.52,0.0,164.0,True,False
155.68333333333334,Sally,0,5,0,32.0,12.71832328554809,18.53,0.0,165.0,False,False
155.61666666666667,Laura,0,1,0,34.0,21.72,20.78,0.0,157.0,False,False
155.6,Rachel,3,3,0,36.0,21.96,21.27,0.0,162.0,False,False
155.56666666666666,Cecile,0,4,1,35.0,12.71832328554809,19.08,0.0,164.0,False,True
155.51666666666668,Joe,0,3,0,32.0,12.71832328554809,20.65,0.0,166.0,True,False
155.4,Shell,2,5,0,37.0,12.71832328554809,21.37,0.0,165.0,True,False
155.36666666666667,Ruth,0,4,0,35.0,17.43,20.63,0.0,169.0,False,False
155.35,Debbie,0,1,0,32.0,21.44,19.66,0.0,159.0,False,False
155.3,Natasha,1,3,0,31.0,17.56,22.18,0.0,153.0,False,False
155.16666666666666,Katie,0,3,0,29.0,12.71832328554809,21.28,0.0,,False,False
155.0,Sally,0,0,0,35.0,12.71832328554809,20.41,0.0,160.0,False,False
154.75,Peter,1,6,0,39.0,20.98,19.58,0.0,152.0,True,False
154.7,Kita,1,3,0,32.0,14.58,19.97,0.0,159.0,False,False
154.66666666666666,Nicola,0,1,0,33.0,16.38,19.89,0.0,170.0,False,False
154.66666666666666,Francis,4,4,0,33.0,10.83,19.57,0.0,161.0,True,False
154.53333333333333,Jackie,1,4,0,41.0,17.67,21.51,0.0,171.0,True,False
154.48333333333332,John,0,0,0,41.0,20.71,20.52,0.0,163.0,True,False
154.46666666666667,Kelly,7,7,0,38.0,15.71,20.25,0.0,159.0,False,False
154.46666666666667,Val,7,7,0,33.0,20.98,20.93,0.0,165.0,False,False
154.21666666666667,John,0,4,0,34.0,12.71832328554809,20.51,0.0,158.0,True,False
154.21666666666667,Pete,2,5,1,38.0,27.93,18.35,0.0,165.0,True,False
154.15,Adrian,0,4,0,28.0,27.91,,0.0,158.0,True,False
154.05,Charles,4,4,0,35.0,11.75,20.57,0.0,158.0,True,False
153.88333333333333,Matt,6,6,0,39.0,21.81,22.18,0.0,165.0,True,False
153.85,Laura,0,3,0,38.0,20.85,23.38,0.0,159.0,False,False
153.75,Rebecca,0,1,0,42.0,12.71832328554809,22.24,0.0,168.0,False,False
153.65,Rebecca,0,3,0,26.0,12.71832328554809,20.04,0.0,160.0,False,True
153.63333333333333,Abigail,1,1,0,29.0,17.77,19.38,0.0,161.0,False,False
153.58333333333334,Amber,0,4,0,39.0,14.64,21.5,0.0,153.0,False,False
153.51666666666668,Elizabeth,6,6,0,35.0,20.14,17.63,0.0,169.0,False,False
153.41666666666666,Adam,3,3,0,43.0,35.45,18.0,0.0,,True,False
153.28333333333333,Emma,0,4,0,36.0,12.71832328554809,19.01,0.0,164.0,False,False
153.23333333333332,Ruth,0,7,0,28.0,25.05,19.06,0.0,175.0,False,False
153.11666666666667,Anna,1,4,0,39.0,40.65,20.56,0.0,166.0,False,False
153.05,Nerys,1,3,0,35.0,12.71832328554809,19.71,0.0,158.0,False,False
153.01666666666668,Debi,0,5,0,27.0,15.8,19.34,0.0,157.0,False,False
152.9,Lyn,1,3,0,33.0,16.95,21.41,0.0,155.0,False,True
152.86666666666667,Sandra,0,0,0,38.0,30.57,19.31,0.0,154.0,False,False
152.45,Kristine,0,2,0,33.0,19.2,21.42,0.0,169.0,False,False
152.26666666666668,Danielle,3,3,0,32.0,29.3,21.2,0.0,158.0,False,False
152.06666666666666,Michael,0,3,0,45.0,33.8,17.34,0.0,170.0,True,True
152.0,Malou,0,5,0,25.0,13.61,19.72,0.0,158.0,False,False
151.71666666666667,David,0,2,0,34.0,14.06,18.35,0.0,169.0,True,False
151.53333333333333,Donna,1,4,0,33.0,,21.14,0.0,164.0,False,False
151.36666666666667,Tracy,0,5,0,37.0,20.83,18.33,0.0,155.0,False,False
151.35,Charlie,1,1,0,35.0,12.71832328554809,21.04,0.0,171.0,True,False
151.35,Molly,5,5,0,38.0,12.71832328554809,19.14,0.0,159.0,False,False
151.3,Donna,0,2,0,38.0,24.22,20.14,0.0,159.0,False,True
151.26666666666668,Dave,4,4,1,22.0,29.19,19.45,0.0,158.0,True,True
151.2,June,0,4,0,39.0,22.84,,0.0,161.0,False,False
151.15,Julie,0,0,0,33.0,12.71832328554809,18.65,0.0,163.0,False,True
151.15,Kirsty,0,0,0,44.0,12.71832328554809,20.62,0.0,164.0,False,True
151.11666666666667,Peri,10,10,1,30.0,,21.6,0.0,163.0,True,False
150.9,Jason,5,5,0,37.0,30.97,18.48,0.0,164.0,True,False
150.9,Geoff,3,5,0,44.0,19.63,22.23,0.0,169.0,True,False
150.73333333333332,Emma,3,3,0,35.0,,21.28,0.0,155.0,False,False
150.73333333333332,Annalisa,3,3,1,37.0,31.71,19.53,0.0,160.0,False,True
150.71666666666667,Nick,3,3,0,42.0,22.18,23.29,0.0,155.0,True,False
150.71666666666667,Kim,0,1,0,35.0,27.85,21.89,0.0,159.0,False,False
150.7,Sharon,0,2,0,34.0,12.71832328554809,19.42,0.0,161.0,False,False
150.55,Sarah,1,4,0,32.0,26.28,18.03,0.0,160.0,False,False
150.35,Liz,5,5,0,35.0,12.71832328554809,19.38,0.0,163.0,False,False
150.26666666666668,Heather,0,3,0,42.0,12.71832328554809,22.01,0.0,165.0,False,False
150.15,Lorraine,1,1,0,32.0,21.98,19.8,0.0,159.0,False,False
150.13333333333333,Sue,0,1,0,30.0,12.71832328554809,18.52,0.0,159.0,False,False
150.13333333333333,Tina,1,5,0,28.0,19.45,20.36,0.0,161.0,False,False
150.13333333333333,Sarah,4,4,0,39.0,12.71,20.18,0.0,155.0,False,False
150.06666666666666,Louise,1,4,0,32.0,22.19,21.6,1.0,162.0,False,False
150.06666666666666,Chloe,0,6,0,33.0,16.34,18.1,0.0,164.0,False,False
150.05,Tina,2,2,0,41.0,23.31,21.47,0.0,156.0,False,True
150.03333333333333,Nicky,0,3,0,35.0,17.67,19.58,0.0,,True,False
150.0,Angela,9,9,1,34.0,12.71832328554809,20.01,0.0,161.0,False,True
149.98333333333332,Michelle,0,3,0,46.0,28.26,21.33,0.0,152.0,False,False
149.96666666666667,Emma,0,1,0,39.0,12.71832328554809,21.01,0.0,164.0,False,False
149.9,Louise,0,0,0,29.0,12.71832328554809,16.41,0.0,156.0,False,False
149.9,Ian,0,2,0,34.0,12.71832328554809,21.87,0.0,154.0,True,False
149.85,Hayleigh,2,2,0,39.0,23.8,20.06,0.0,152.0,True,False
149.65,Sarah,0,4,0,43.0,12.71832328554809,21.13,,164.0,False,False
149.6,Jude,5,5,0,38.0,11.32,20.18,0.0,160.0,True,False
149.55,Sammie,0,4,0,37.0,,21.1,0.0,169.0,True,True
149.3,Oliver,0,6,0,45.0,23.28,21.52,0.0,162.0,True,False
149.08333333333334,Robert,1,7,0,31.0,10.04,21.15,0.0,159.0,True,False
149.08333333333334,Belinda,0,1,0,39.0,10.82,18.53,0.0,,False,False
148.9,Chelsea,0,2,0,25.0,11.15,18.76,0.0,,False,False
148.83333333333334,Emma,3,3,0,41.0,33.23,18.5,0.0,156.0,False,False
148.73333333333332,Ally,0,2,0,33.0,20.39,18.71,0.0,148.0,False,False
148.73333333333332,Rhiannon,0,4,0,35.0,27.07,21.19,0.0,164.0,False,False
148.48333333333332,Wendy,3,5,0,44.0,37.9,20.28,0.0,152.0,False,False
148.35,Shona,1,4,0,40.0,19.46,18.8,0.0,163.0,False,False
148.15,Sid,1,3,0,24.0,12.71832328554809,21.23,0.0,157.0,True,False
148.05,Rebecca,3,3,0,26.0,,21.11,0.0,158.0,False,False
147.9,Michelle,4,4,0,37.0,12.71832328554809,19.06,0.0,165.0,False,False
147.9,Sue,0,4,0,36.0,13.42,18.89,0.0,146.0,False,False
147.88333333333333,Tom,0,3,0,31.0,12.71832328554809,20.3,0.0,157.0,True,False
147.88333333333333,Michelle,4,4,0,31.0,13.74,17.24,0.0,150.0,False,False
147.83333333333334,Shaun,0,0,0,38.0,18.83,19.12,0.0,152.0,True,False
147.8,Alan,0,3,0,25.0,,20.02,0.0,157.0,True,False
147.75,Katie,1,4,1,25.0,10.19,23.06,,157.0,False,True
147.71666666666667,Louise,0,2,0,45.0,12.71832328554809,20.92,1.0,145.0,False,False
147.7,Stephen,0,3,0,48.0,19.52,20.02,0.0,170.0,True,False
147.66666666666666,Sarah,0,4,0,31.0,12.71832328554809,18.24,0.0,152.0,False,False
147.66666666666666,Nina,2,3,0,36.0,23.83,19.28,0.0,162.0,False,False
147.45,Hannah,0,7,0,42.0,12.71832328554809,22.22,0.0,161.0,False,False
147.23333333333332,Pamela,0,1,0,29.0,17.6,19.64,0.0,162.0,False,False
147.23333333333332,Denise,6,6,0,21.0,12.71832328554809,21.15,0.0,159.0,False,False
147.18333333333334,Tayla,0,7,0,42.0,21.18,21.99,0.0,158.0,True,False
147.18333333333334,Toby,0,2,0,43.0,11.47,19.85,0.0,160.0,True,False
147.16666666666666,Jessica,0,2,0,28.0,29.49,20.5,0.0,158.0,False,False
147.1,Zaynah,0,5,0,34.0,38.17,20.22,0.0,164.0,False,False
146.96666666666667,Kim,3,3,0,41.0,27.64,,0.0,166.0,False,False
146.96666666666667,Joy,0,3,0,34.0,15.88,21.02,0.0,162.0,False,False
146.86666666666667,Saskia,0,4,0,33.0,12.71832328554809,20.97,0.0,159.0,False,False
146.8,Russell,5,5,0,35.0,12.71832328554809,20.73,0.0,149.0,True,False
146.73333333333332,Maysie,0,2,0,39.0,27.49,19.97,0.0,160.0,True,False
146.65,Helen,0,4,1,31.0,18.4,18.43,0.0,163.0,False,True
146.65,Maxine,2,2,0,35.0,24.89,20.49,0.0,160.0,False,True
146.61666666666667,Charlotte,0,2,0,26.0,12.71832328554809,17.54,0.0,159.0,False,False
146.58333333333334,Tracey,0,2,0,32.0,17.94,19.73,0.0,163.0,False,False
146.58333333333334,Heather,0,2,0,47.0,22.58,20.16,0.0,160.0,False,True
146.56666666666666,Claire,0,1,0,28.0,12.71832328554809,18.03,0.0,157.0,False,True
146.5,Richard,0,3,0,40.0,20.0,20.65,0.0,160.0,True,False
146.48333333333332,Richard,0,1,0,39.0,19.77,18.97,0.0,156.0,True,False
146.46666666666667,Emma,0,1,0,40.0,17.09,24.12,0.0,158.0,False,False
146.45,Lisa,1,2,0,42.0,17.45,20.92,0.0,148.0,False,False
146.36666666666667,Kerry,0,1,0,34.0,12.71832328554809,22.24,0.0,156.0,False,False
146.23333333333332,Maggie,3,3,0,32.0,16.3,18.51,0.0,164.0,False,False
146.18333333333334,John,1,1,0,51.0,28.46,19.72,0.0,,True,True
146.15,Annabel,0,5,0,33.0,12.71832328554809,22.47,0.0,168.0,False,False
146.15,Gemma,4,4,0,36.0,29.41,21.37,0.0,159.0,False,True
146.15,Amy,0,3,0,33.0,26.38,19.75,0.0,159.0,False,False
146.13333333333333,Olivia,2,3,0,23.0,12.71832328554809,17.55,0.0,164.0,False,False
146.13333333333333,Rahab,1,3,0,37.0,30.2,19.81,0.0,157.0,True,False
145.96666666666667,Charlotte,0,2,0,33.0,12.8,19.84,0.0,163.0,False,False
145.7,Ruby,0,5,0,32.0,18.21,21.37,0.0,167.0,False,False
145.7,Nikki,2,6,1,37.0,50.62,,0.0,162.0,False,True
145.68333333333334,Andy,3,3,0,28.0,29.09,21.35,0.0,165.0,True,False
145.66666666666666,Joseph,0,1,0,39.0,15.67,17.84,0.0,158.0,True,False
145.66666666666666,Heather,0,3,0,42.0,21.3,20.4,0.0,158.0,False,False
145.63333333333333,Richard,0,5,0,33.0,15.25,19.07,1.0,,True,True
145.5,Lauren,0,3,0,38.0,13.84,,0.0,155.0,False,False
145.48333333333332,Jamie,3,3,0,27.0,17.28,19.59,0.0,149.0,False,False
145.48333333333332,Jess,3,3,0,34.0,19.53,21.87,0.0,162.0,True,False
145.48333333333332,Alice,0,1,0,43.0,20.97,19.09,0.0,164.0,False,False
145.46666666666667,Ed,2,5,0,41.0,12.41,20.77,0.0,165.0,True,False
145.33333333333334,Natalie,0,5,0,42.0,18.94,18.11,0.0,159.0,False,False
145.31666666666666,Hannah,3,4,0,32.0,19.57,20.03,,154.0,False,False
145.3,Charlie,0,2,0,31.0,20.46,21.31,0.0,163.0,True,False
145.23333333333332,Angie,7,7,0,39.0,23.59,20.94,,155.0,False,False
145.21666666666667,Margaret,0,3,0,45.0,29.6,19.19,,,False,False
145.21666666666667,Heather,0,1,0,34.0,24.12,19.48,1.0,162.0,False,False
145.11666666666667,Charlotte,0,0,0,32.0,11.55,19.86,0.0,159.0,False,False
145.08333333333334,Paul,4,4,0,33.0,25.72,21.54,0.0,159.0,True,False
145.06666666666666,Lucia,1,4,0,37.0,11.96,20.58,0.0,156.0,False,False
145.05,Phillip,1,1,0,33.0,21.66,19.33,0.0,163.0,True,False
144.96666666666667,Katlyn,0,4,0,44.0,32.99,19.63,0.0,163.0,False,False
144.95,Brian,3,3,0,34.0,11.51,21.56,0.0,163.0,True,False
