,time,first_name,trained_10_week,trained_im,has_trainer,Age,VO2 Max,BMI,n Marathons run,Cadence,is_male,in_club
64,168.45,Karen,3,3,0,31.0,25.44,22.19,0.0,170.0,False,False
65,168.43333333333334,Michael,2,5,0,39.0,22.03,19.82,0.0,159.0,True,False
66,168.38333333333333,Jane,0,3,0,27.0,12.71832328554809,20.03,0.0,164.0,False,False
67,168.3,Roger,4,4,0,31.0,12.71832328554809,16.68,0.0,165.0,True,False
68,168.25,Ben,4,4,0,35.0,15.54,20.47,0.0,166.0,True,False
69,168.03333333333333,Christina,0,4,0,41.0,16.69,18.77,0.0,155.0,False,False
70,167.93333333333334,Sarah,0,1,0,27.0,17.3,20.13,0.0,157.0,False,False
71,167.93333333333334,Mollie,0,2,0,32.0,12.71832328554809,19.67,0.0,156.0,False,False
72,167.75,Scott,0,3,0,36.0,12.71832328554809,19.8,0.0,158.0,True,False
73,167.63333333333333,Cara,0,2,0,38.0,12.71832328554809,19.17,0.0,162.0,False,False
74,167.4,Kathy,1,4,0,29.0,14.58,21.47,0.0,164.0,False,False
75,167.23333333333332,Nikki,0,1,0,41.0,12.71832328554809,20.43,0.0,160.0,False,False
76,167.23333333333332,Helen,0,5,1,27.0,12.71832328554809,20.51,0.0,158.0,False,True
77,167.18333333333334,Rowen,0,3,0,31.0,19.54,21.48,0.0,156.0,True,False
78,167.06666666666666,Julie,2,4,0,27.0,43.28,21.21,0.0,160.0,False,False
79,166.93333333333334,Shelley,5,5,0,40.0,11.25,18.63,0.0,156.0,False,False
80,166.9,Katie,2,2,0,29.0,13.44,17.72,0.0,156.0,False,False
81,166.8,Dot,0,3,0,24.0,19.99,20.49,0.0,162.0,False,False
82,166.75,Hannah,1,4,0,39.0,18.73,18.26,0.0,161.0,False,False
83,166.71666666666667,Elaine,0,4,0,38.0,26.21,19.08,0.0,161.0,False,False
84,166.63333333333333,Mick,1,2,0,37.0,17.26,23.0,0.0,164.0,True,False
85,166.61666666666667,Paul,0,5,0,34.0,12.71832328554809,22.17,0.0,158.0,True,False
86,166.38333333333333,Debra,0,2,0,37.0,31.44,20.99,0.0,165.0,False,False
87,166.38333333333333,Malcolm,0,4,0,38.0,15.31,18.75,0.0,157.0,True,False
88,166.01666666666668,David,0,3,0,31.0,31.77,22.54,0.0,156.0,True,True
89,165.73333333333332,Elizabeth,0,3,0,45.0,18.08,20.99,0.0,157.0,False,True
90,165.43333333333334,Tracy,0,4,0,30.0,12.71832328554809,21.22,0.0,159.0,False,False
91,165.41666666666666,Aimee,0,2,0,35.0,21.01,18.53,0.0,164.0,False,False
92,165.41666666666666,Angela,1,1,0,35.0,25.16,21.23,0.0,165.0,False,False
93,165.15,Gary,0,2,0,33.0,12.59,19.44,0.0,165.0,True,False
94,164.75,Katrina,3,4,0,31.0,20.33,21.77,0.0,163.0,False,False
95,164.75,Steve,0,4,0,38.0,12.71832328554809,22.08,0.0,150.0,True,False
96,164.7,Jo,2,7,0,32.0,18.34,17.94,0.0,158.0,True,False
97,164.56666666666666,Bex,3,3,0,43.0,16.0,19.86,0.0,160.0,True,False
98,164.53333333333333,Richard,4,4,0,29.0,13.51,21.86,0.0,165.0,True,False
99,164.35,Julie,4,6,0,37.0,12.71832328554809,17.94,0.0,157.0,False,False
100,163.83333333333334,Sophie,0,4,0,37.0,19.04,19.71,0.0,159.0,False,False
101,163.75,Martyn,0,4,0,40.0,12.71832328554809,23.25,0.0,158.0,True,False
102,163.75,Judy,0,3,0,40.0,14.38,17.17,0.0,161.0,False,False
103,163.63333333333333,Thomas,3,3,0,30.0,17.2,21.22,0.0,162.0,True,False
104,163.63333333333333,Dave,0,4,0,34.0,22.13,21.41,0.0,165.0,True,False
105,163.31666666666666,Elizabeth,6,6,0,29.0,12.71832328554809,21.47,0.0,159.0,False,False
106,163.3,Victoria,0,2,0,37.0,20.77,20.19,0.0,172.0,False,False
107,163.25,Amelia,1,6,0,33.0,17.45,19.46,0.0,154.0,False,False
108,163.23333333333332,Claire,0,1,0,39.0,43.28,18.36,0.0,162.0,False,False
109,162.9,Kelly,0,0,0,32.0,17.16,21.05,0.0,153.0,False,False
110,162.86666666666667,Ruth,1,1,0,30.0,12.71832328554809,19.75,0.0,157.0,False,False
111,162.83333333333334,Shauna,3,3,0,34.0,16.07,22.49,0.0,158.0,False,False
112,162.8,Claire,0,6,0,43.0,14.04,17.92,0.0,161.0,False,False
113,162.53333333333333,Claire,2,5,1,26.0,43.28,22.49,0.0,159.0,False,True
114,162.5,Sara,0,2,1,30.0,32.46,18.85,0.0,157.0,False,True
115,162.5,Sharon,2,2,0,37.0,21.6,18.5,0.0,164.0,False,False
116,162.48333333333332,Tegan,0,2,0,36.0,30.34,19.91,0.0,166.0,False,False
117,162.35,Charlotte,0,2,0,42.0,20.37,19.99,0.0,166.0,False,False
118,162.33333333333334,Tonia,5,5,0,38.0,12.71832328554809,22.55,0.0,165.0,False,False
119,162.21666666666667,Claire,0,2,0,32.0,12.71832328554809,20.96,0.0,160.0,False,False
120,162.16666666666666,Karen,0,3,0,30.0,12.71832328554809,17.89,0.0,163.0,False,True
121,162.1,Charlotte,0,1,0,33.0,35.43,19.63,0.0,163.0,False,False
122,161.33333333333334,Sophie,0,5,0,43.0,18.18,18.29,0.0,162.0,False,False
123,161.31666666666666,Louise,2,3,0,31.0,33.0,17.46,0.0,160.0,False,False
124,161.2,Emma,0,1,0,29.0,21.8,20.78,0.0,158.0,False,False
125,161.13333333333333,Tracey,3,5,0,33.0,14.99,21.53,0.0,157.0,False,False
126,161.11666666666667,Julie,0,5,0,33.0,43.28,21.25,0.0,151.0,False,False
127,161.1,Steve,1,3,0,35.0,13.36,20.96,0.0,166.0,True,False
128,160.95,Kathy,2,3,0,29.0,18.2,20.85,0.0,165.0,False,False
129,160.91666666666666,Tracy,0,1,0,41.0,20.92,20.96,0.0,155.0,False,False
130,160.73333333333332,Ellie,2,2,0,24.0,19.25,20.4,0.0,158.0,False,False
131,160.7,Ashley,0,5,0,36.0,43.28,22.12,0.0,157.0,False,False
132,160.41666666666666,Gemma,1,2,0,26.0,12.71832328554809,20.66,0.0,159.0,False,False
133,160.35,Charlotte,0,5,0,28.0,17.32,22.49,0.0,163.0,False,False
134,160.21666666666667,Molly,3,3,0,41.0,12.71832328554809,20.04,0.0,167.0,False,False
135,160.16666666666666,Harriet,2,4,0,44.0,17.19,23.29,0.0,164.0,False,False
136,160.11666666666667,Lynne,0,1,0,36.0,12.71832328554809,22.65,0.0,160.0,False,False
137,160.05,Russell,0,3,0,41.0,11.21,17.95,0.0,161.0,True,False
138,159.98333333333332,Jenni,1,1,0,34.0,12.53,19.42,0.0,165.0,False,False
139,159.96666666666667,Gemma,2,4,0,41.0,18.36,16.33,0.0,160.0,False,False
140,159.88333333333333,Michael,4,4,0,32.0,11.72,20.06,0.0,162.0,True,True
141,159.85,Scott,0,4,0,32.0,12.94,19.68,0.0,156.0,True,False
142,159.38333333333333,John,2,3,0,42.0,14.59,20.05,0.0,155.0,True,True
143,159.36666666666667,Albert,0,7,1,37.0,25.39,21.04,0.0,161.0,True,True
144,159.36666666666667,Phil,0,0,0,42.0,15.29,21.47,0.0,163.0,True,True
145,159.11666666666667,Lee,0,3,0,35.0,12.71832328554809,22.49,0.0,147.0,True,False
146,159.11666666666667,Jason,0,7,0,38.0,12.71832328554809,20.44,0.0,165.0,True,False
147,159.06666666666666,Michelle,0,1,0,35.0,43.28,23.34,0.0,160.0,False,False
148,159.05,Paul,3,3,0,34.0,12.71832328554809,21.76,0.0,156.0,True,False
149,159.0,Tracy,0,3,0,40.0,12.71832328554809,20.09,0.0,164.0,False,False
150,159.0,Melanie,2,7,0,37.0,37.57,20.37,0.0,156.0,False,False
151,158.65,Gemma,0,0,0,31.0,28.25,21.8,0.0,153.0,False,True
152,158.35,Ian,0,1,0,39.0,12.71832328554809,23.82,0.0,159.0,True,True
153,158.31666666666666,Lisa,0,4,0,37.0,12.71832328554809,20.4,0.0,161.0,False,True
154,157.98333333333332,Jagjit,0,7,0,27.0,22.16,20.35,0.0,149.0,True,False
155,157.93333333333334,Kirsty,0,1,0,37.0,15.18,20.42,0.0,163.0,False,False
156,157.9,Ross,0,3,0,34.0,16.29,21.79,0.0,165.0,True,False
157,157.9,Shane,2,2,0,43.0,21.63,18.05,0.0,153.0,True,False
158,157.8,Dave,4,4,0,40.0,36.72,18.18,0.0,163.0,True,False
159,157.51666666666668,Catherine,0,2,0,26.0,12.7,23.55,0.0,163.0,False,False
160,157.45,Jacob,0,4,0,43.0,10.23,21.18,0.0,156.0,True,False
161,157.45,Elaine,0,3,0,29.0,14.6,19.24,0.0,165.0,False,False
162,157.1,Angie,0,6,0,43.0,22.21,20.28,0.0,160.0,False,False
163,157.06666666666666,Claire,0,5,0,35.0,16.78,20.88,0.0,165.0,False,False
164,157.01666666666668,Jim,0,6,0,41.0,12.71832328554809,18.75,0.0,164.0,True,False
165,156.98333333333332,Amberley,1,1,0,33.0,43.28,20.78,0.0,164.0,True,False
166,156.86666666666667,Sue,3,3,0,39.0,12.71832328554809,16.91,0.0,153.0,False,True
167,156.81666666666666,Julia,1,4,0,31.0,12.71832328554809,18.22,0.0,172.0,False,False
168,156.61666666666667,Emma,0,8,1,34.0,22.86,19.95,0.0,165.0,False,False
169,156.35,Holly,0,4,1,31.0,12.71832328554809,21.27,0.0,156.0,False,True
170,156.25,Danielle,1,2,0,33.0,18.52,21.82,0.0,164.0,False,False
171,156.25,Jessica,2,4,0,40.0,12.71832328554809,22.2,0.0,166.0,False,False
172,156.0,Zoe,5,5,0,33.0,12.71832328554809,22.15,0.0,166.0,False,False
173,155.95,Rachel,0,4,0,35.0,13.09,19.72,0.0,155.0,False,False
174,155.88333333333333,Stephanie,0,3,0,33.0,18.62,20.35,0.0,167.0,False,False
175,155.88333333333333,Katie,0,3,0,41.0,14.81,19.51,0.0,162.0,False,False
176,155.85,Ahnaf,0,4,0,29.0,17.39,19.52,0.0,164.0,True,False
177,155.68333333333334,Sally,0,5,0,32.0,12.71832328554809,18.53,0.0,165.0,False,False
178,155.61666666666667,Laura,0,1,0,34.0,21.72,20.78,0.0,157.0,False,False
179,155.6,Rachel,3,3,0,36.0,21.96,21.27,0.0,162.0,False,False
180,155.56666666666666,Cecile,0,4,1,35.0,12.71832328554809,19.08,0.0,164.0,False,True
181,155.51666666666668,Joe,0,3,0,32.0,12.71832328554809,20.65,0.0,166.0,True,False
182,155.4,Shell,2,5,0,37.0,12.71832328554809,21.37,0.0,165.0,True,False
183,155.36666666666667,Ruth,0,4,0,35.0,17.43,20.63,0.0,169.0,False,False
184,155.35,Debbie,0,1,0,32.0,21.44,19.66,0.0,159.0,False,False
185,155.3,Natasha,1,3,0,31.0,17.56,22.18,0.0,153.0,False,False
186,155.16666666666666,Katie,0,3,0,29.0,12.71832328554809,21.28,0.0,165.0,False,False
187,155.0,Sally,0,0,0,35.0,12.71832328554809,20.41,0.0,160.0,False,False
188,154.75,Peter,1,6,0,39.0,20.98,19.58,0.0,152.0,True,False
189,154.7,Kita,1,3,0,32.0,14.58,19.97,0.0,159.0,False,False
190,154.66666666666666,Nicola,0,1,0,33.0,16.38,19.89,0.0,170.0,False,False
191,154.66666666666666,Francis,4,4,0,33.0,10.83,19.57,0.0,161.0,True,False
192,154.53333333333333,Jackie,1,4,0,41.0,17.67,21.51,0.0,171.0,True,False
193,154.48333333333332,John,0,0,0,41.0,20.71,20.52,0.0,163.0,True,False
194,154.46666666666667,Kelly,7,7,0,38.0,15.71,20.25,0.0,159.0,False,False
195,154.46666666666667,Val,7,7,0,33.0,20.98,20.93,0.0,165.0,False,False
196,154.21666666666667,John,0,4,0,34.0,12.71832328554809,20.51,0.0,158.0,True,False
197,154.21666666666667,Pete,2,5,1,38.0,27.93,18.35,0.0,165.0,True,False
198,154.15,Adrian,0,4,0,28.0,27.91,22.49,0.0,158.0,True,False
199,154.05,Charles,4,4,0,35.0,11.75,20.57,0.0,158.0,True,False
200,153.88333333333333,Matt,6,6,0,39.0,21.81,22.18,0.0,165.0,True,False
201,153.85,Laura,0,3,0,38.0,20.85,23.38,0.0,159.0,False,False
202,153.75,Rebecca,0,1,0,42.0,12.71832328554809,22.24,0.0,168.0,False,False
203,153.65,Rebecca,0,3,0,26.0,12.71832328554809,20.04,0.0,160.0,False,True
204,153.63333333333333,Abigail,1,1,0,29.0,17.77,19.38,0.0,161.0,False,False
205,153.58333333333334,Amber,0,4,0,39.0,14.64,21.5,0.0,153.0,False,False
206,153.51666666666668,Elizabeth,6,6,0,35.0,20.14,17.63,0.0,169.0,False,False
207,153.41666666666666,Adam,3,3,0,43.0,35.45,18.0,0.0,165.0,True,False
208,153.28333333333333,Emma,0,4,0,36.0,12.71832328554809,19.01,0.0,164.0,False,False
209,153.23333333333332,Ruth,0,7,0,28.0,25.05,19.06,0.0,175.0,False,False
210,153.11666666666667,Anna,1,4,0,39.0,40.65,20.56,0.0,166.0,False,False
211,153.05,Nerys,1,3,0,35.0,12.71832328554809,19.71,0.0,158.0,False,False
212,153.01666666666668,Debi,0,5,0,27.0,15.8,19.34,0.0,157.0,False,False
213,152.9,Lyn,1,3,0,33.0,16.95,21.41,0.0,155.0,False,True
214,152.86666666666667,Sandra,0,0,0,38.0,30.57,19.31,0.0,154.0,False,False
215,152.45,Kristine,0,2,0,33.0,19.2,21.42,0.0,169.0,False,False
216,152.26666666666668,Danielle,3,3,0,32.0,29.3,21.2,0.0,158.0,False,False
217,152.06666666666666,Michael,0,3,0,45.0,33.8,17.34,0.0,170.0,True,True
218,152.0,Malou,0,5,0,25.0,13.61,19.72,0.0,158.0,False,False
219,151.71666666666667,David,0,2,0,34.0,14.06,18.35,0.0,169.0,True,False
220,151.53333333333333,Donna,1,4,0,33.0,43.28,21.14,0.0,164.0,False,False
221,151.36666666666667,Tracy,0,5,0,37.0,20.83,18.33,0.0,155.0,False,False
222,151.35,Charlie,1,1,0,35.0,12.71832328554809,21.04,0.0,171.0,True,False
223,151.35,Molly,5,5,0,38.0,12.71832328554809,19.14,0.0,159.0,False,False
224,151.3,Donna,0,2,0,38.0,24.22,20.14,0.0,159.0,False,True
225,151.26666666666668,Dave,4,4,1,22.0,29.19,19.45,0.0,158.0,True,True
226,151.2,June,0,4,0,39.0,22.84,22.49,0.0,161.0,False,False
227,151.15,Julie,0,0,0,33.0,12.71832328554809,18.65,0.0,163.0,False,True
228,151.15,Kirsty,0,0,0,44.0,12.71832328554809,20.62,0.0,164.0,False,True
229,151.11666666666667,Peri,10,10,1,30.0,43.28,21.6,0.0,163.0,True,False
230,150.9,Jason,5,5,0,37.0,30.97,18.48,0.0,164.0,True,False
231,150.9,Geoff,3,5,0,44.0,19.63,22.23,0.0,169.0,True,False
232,150.73333333333332,Emma,3,3,0,35.0,43.28,21.28,0.0,155.0,False,False
233,150.73333333333332,Annalisa,3,3,1,37.0,31.71,19.53,0.0,160.0,False,True
234,150.71666666666667,Nick,3,3,0,42.0,22.18,23.29,0.0,155.0,True,False
235,150.71666666666667,Kim,0,1,0,35.0,27.85,21.89,0.0,159.0,False,False
236,150.7,Sharon,0,2,0,34.0,12.71832328554809,19.42,0.0,161.0,False,False
237,150.55,Sarah,1,4,0,32.0,26.28,18.03,0.0,160.0,False,False
238,150.35,Liz,5,5,0,35.0,12.71832328554809,19.38,0.0,163.0,False,False
239,150.26666666666668,Heather,0,3,0,42.0,12.71832328554809,22.01,0.0,165.0,False,False
240,150.15,Lorraine,1,1,0,32.0,21.98,19.8,0.0,159.0,False,False
241,150.13333333333333,Sue,0,1,0,30.0,12.71832328554809,18.52,0.0,159.0,False,False
242,150.13333333333333,Tina,1,5,0,28.0,19.45,20.36,0.0,161.0,False,False
243,150.13333333333333,Sarah,4,4,0,39.0,12.71,20.18,0.0,155.0,False,False
244,150.06666666666666,Louise,1,4,0,32.0,22.19,21.6,1.0,162.0,False,False
245,150.06666666666666,Chloe,0,6,0,33.0,16.34,18.1,0.0,164.0,False,False
246,150.05,Tina,2,2,0,41.0,23.31,21.47,0.0,156.0,False,True
247,150.03333333333333,Nicky,0,3,0,35.0,17.67,19.58,0.0,165.0,True,False
248,150.0,Angela,9,9,1,34.0,12.71832328554809,20.01,0.0,161.0,False,True
249,149.98333333333332,Michelle,0,3,0,46.0,28.26,21.33,0.0,152.0,False,False
250,149.96666666666667,Emma,0,1,0,39.0,12.71832328554809,21.01,0.0,164.0,False,False
251,149.9,Louise,0,0,0,29.0,12.71832328554809,16.41,0.0,156.0,False,False
252,149.9,Ian,0,2,0,34.0,12.71832328554809,21.87,0.0,154.0,True,False
253,149.85,Hayleigh,2,2,0,39.0,23.8,20.06,0.0,152.0,True,False
254,149.65,Sarah,0,4,0,43.0,12.71832328554809,21.13,0.0,164.0,False,False
255,149.6,Jude,5,5,0,38.0,11.32,20.18,0.0,160.0,True,False
256,149.55,Sammie,0,4,0,37.0,43.28,21.1,0.0,169.0,True,True
257,149.3,Oliver,0,6,0,45.0,23.28,21.52,0.0,162.0,True,False
258,149.08333333333334,Robert,1,7,0,31.0,10.04,21.15,0.0,159.0,True,False
259,149.08333333333334,Belinda,0,1,0,39.0,10.82,18.53,0.0,165.0,False,False
260,148.9,Chelsea,0,2,0,25.0,11.15,18.76,0.0,165.0,False,False
261,148.83333333333334,Emma,3,3,0,41.0,33.23,18.5,0.0,156.0,False,False
262,148.73333333333332,Ally,0,2,0,33.0,20.39,18.71,0.0,148.0,False,False
263,148.73333333333332,Rhiannon,0,4,0,35.0,27.07,21.19,0.0,164.0,False,False
264,148.48333333333332,Wendy,3,5,0,44.0,37.9,20.28,0.0,152.0,False,False
265,148.35,Shona,1,4,0,40.0,19.46,18.8,0.0,163.0,False,False
266,148.15,Sid,1,3,0,24.0,12.71832328554809,21.23,0.0,157.0,True,False
267,148.05,Rebecca,3,3,0,26.0,43.28,21.11,0.0,158.0,False,False
268,147.9,Michelle,4,4,0,37.0,12.71832328554809,19.06,0.0,165.0,False,False
269,147.9,Sue,0,4,0,36.0,13.42,18.89,0.0,146.0,False,False
270,147.88333333333333,Tom,0,3,0,31.0,12.71832328554809,20.3,0.0,157.0,True,False
271,147.88333333333333,Michelle,4,4,0,31.0,13.74,17.24,0.0,150.0,False,False
272,147.83333333333334,Shaun,0,0,0,38.0,18.83,19.12,0.0,152.0,True,False
273,147.8,Alan,0,3,0,25.0,43.28,20.02,0.0,157.0,True,False
274,147.75,Katie,1,4,1,25.0,10.19,23.06,0.0,157.0,False,True
275,147.71666666666667,Louise,0,2,0,45.0,12.71832328554809,20.92,1.0,145.0,False,False
276,147.7,Stephen,0,3,0,48.0,19.52,20.02,0.0,170.0,True,False
277,147.66666666666666,Sarah,0,4,0,31.0,12.71832328554809,18.24,0.0,152.0,False,False
278,147.66666666666666,Nina,2,3,0,36.0,23.83,19.28,0.0,162.0,False,False
279,147.45,Hannah,0,7,0,42.0,12.71832328554809,22.22,0.0,161.0,False,False
280,147.23333333333332,Pamela,0,1,0,29.0,17.6,19.64,0.0,162.0,False,False
281,147.23333333333332,Denise,6,6,0,21.0,12.71832328554809,21.15,0.0,159.0,False,False
282,147.18333333333334,Tayla,0,7,0,42.0,21.18,21.99,0.0,158.0,True,False
283,147.18333333333334,Toby,0,2,0,43.0,11.47,19.85,0.0,160.0,True,False
284,147.16666666666666,Jessica,0,2,0,28.0,29.49,20.5,0.0,158.0,False,False
285,147.1,Zaynah,0,5,0,34.0,38.17,20.22,0.0,164.0,False,False
286,146.96666666666667,Kim,3,3,0,41.0,27.64,22.49,0.0,166.0,False,False
287,146.96666666666667,Joy,0,3,0,34.0,15.88,21.02,0.0,162.0,False,False
288,146.86666666666667,Saskia,0,4,0,33.0,12.71832328554809,20.97,0.0,159.0,False,False
289,146.8,Russell,5,5,0,35.0,12.71832328554809,20.73,0.0,149.0,True,False
290,146.73333333333332,Maysie,0,2,0,39.0,27.49,19.97,0.0,160.0,True,False
291,146.65,Helen,0,4,1,31.0,18.4,18.43,0.0,163.0,False,True
292,146.65,Maxine,2,2,0,35.0,24.89,20.49,0.0,160.0,False,True
293,146.61666666666667,Charlotte,0,2,0,26.0,12.71832328554809,17.54,0.0,159.0,False,False
294,146.58333333333334,Tracey,0,2,0,32.0,17.94,19.73,0.0,163.0,False,False
295,146.58333333333334,Heather,0,2,0,47.0,22.58,20.16,0.0,160.0,False,True
296,146.56666666666666,Claire,0,1,0,28.0,12.71832328554809,18.03,0.0,157.0,False,True
297,146.5,Richard,0,3,0,40.0,20.0,20.65,0.0,160.0,True,False
298,146.48333333333332,Richard,0,1,0,39.0,19.77,18.97,0.0,156.0,True,False
299,146.46666666666667,Emma,0,1,0,40.0,17.09,24.12,0.0,158.0,False,False
300,146.45,Lisa,1,2,0,42.0,17.45,20.92,0.0,148.0,False,False
301,146.36666666666667,Kerry,0,1,0,34.0,12.71832328554809,22.24,0.0,156.0,False,False
302,146.23333333333332,Maggie,3,3,0,32.0,16.3,18.51,0.0,164.0,False,False
303,146.18333333333334,John,1,1,0,51.0,28.46,19.72,0.0,165.0,True,True
304,146.15,Annabel,0,5,0,33.0,12.71832328554809,22.47,0.0,168.0,False,False
305,146.15,Gemma,4,4,0,36.0,29.41,21.37,0.0,159.0,False,True
306,146.15,Amy,0,3,0,33.0,26.38,19.75,0.0,159.0,False,False
307,146.13333333333333,Olivia,2,3,0,23.0,12.71832328554809,17.55,0.0,164.0,False,False
308,146.13333333333333,Rahab,1,3,0,37.0,30.2,19.81,0.0,157.0,True,False
309,145.96666666666667,Charlotte,0,2,0,33.0,12.8,19.84,0.0,163.0,False,False
310,145.7,Ruby,0,5,0,32.0,18.21,21.37,0.0,167.0,False,False
311,145.7,Nikki,2,6,1,37.0,50.62,22.49,0.0,162.0,False,True
312,145.68333333333334,Andy,3,3,0,28.0,29.09,21.35,0.0,165.0,True,False
313,145.66666666666666,Joseph,0,1,0,39.0,15.67,17.84,0.0,158.0,True,False
314,145.66666666666666,Heather,0,3,0,42.0,21.3,20.4,0.0,158.0,False,False
